Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","3.49","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2009","2009","1000 ha","10344","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","5.74","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","3.48","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2010","2010","1000 ha","10339","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","5.76","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","3.48","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2011","2011","1000 ha","10301","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","5.73","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","3.46","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2012","2012","1000 ha","10296","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","5.73","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","3.46","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2013","2013","1000 ha","10256","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","5.71","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","3.45","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2014","2014","1000 ha","10265","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","5.71","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","3.45","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","10262","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","5.71","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","3.45","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2016","2016","1000 ha","10261","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","5.71","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","3.45","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2017","2017","1000 ha","10340","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","5.77","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","3.48","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2018","2018","1000 ha","10338","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","5.77","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","3.48","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","10376","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","5.8","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","3.49","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","10480","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","5.87","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","3.52","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","10402.6667","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","5.83","E","Estimated value",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","3.5","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","10325.3333","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","5.78","E","Estimated value",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","3.47","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","10248","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2023","2023","%","5.74","A","Official figure",""
"RL","Land Use","100","India","7209","Share in Land area","6655","Permanent meadows and pastures","2023","2023","%","3.45","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2005","2005","1000 ha","185.9","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2005","2005","%","0.1","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2006","2006","1000 ha","432.3","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2006","2006","%","0.24","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2007","2007","1000 ha","1030.3","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2007","2007","%","0.57","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","1018","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2008","2008","%","0.57","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2009","2009","1000 ha","1180","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2009","2009","%","0.66","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2010","2010","1000 ha","780","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2010","2010","%","0.43","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2011","2011","1000 ha","1084.3","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2011","2011","%","0.6","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2012","2012","1000 ha","500","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2012","2012","%","0.28","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2013","2013","1000 ha","500","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2013","2013","%","0.28","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2014","2014","1000 ha","720","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2014","2014","%","0.4","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","1180","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2015","2015","%","0.66","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2016","2016","1000 ha","1490","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2016","2016","%","0.83","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2017","2017","1000 ha","1780","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2017","2017","%","0.99","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2018","2018","1000 ha","1938","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","1.08","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","2299","A","Official figure",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2019","2019","%","1.28","A","Official figure",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","2658","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2020","2020","%","1.49","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","2658","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2021","2021","%","1.49","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2022","2022","1000 ha","4727","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2022","2022","%","2.65","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6671","Agriculture area under organic agric.","2023","2023","1000 ha","4475.837","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2023","2023","%","2.51","E","Estimated value",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2008","2008","1000 ha","858","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2009","2009","1000 ha","800","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2011","2011","1000 ha","846.6","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2019","2019","1000 ha","1334.5","A","Official figure",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","2657.89","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2022","2022","1000 ha","2657.89","I","Value imputed by a receiving agency",""
"RL","Land Use","100","India","5110","Area","6672","Agriculture area certified organic","2023","2023","1000 ha","1711.1073","I","Value imputed by a receiving agency",""
